natureza_despesa,id_unidade,valor,unidade
AUXÍLIO FINANCEIRO A PESQUISADORES,353,"R$       144.625,64",FACULDADE DE ARQUITETURA E URBANISMO
EQUIP. MATERIAL PERMANENTE,353,"R$     1.177.261,40",FACULDADE DE ARQUITETURA E URBANISMO
SERV. PESSOA FÍSICA,353,"R$       156.961,77",FACULDADE DE ARQUITETURA E URBANISMO
CUSTEIO,353,"R$     5.499.509,66",FACULDADE DE ARQUITETURA E URBANISMO
EQUIPAMENTOS E MATERIAL PERMANENTE,672,"R$       234.000,00",FACULDADE DE CEILÂNDIA
AUX. FINANCEIRO ESTUDANTE,672,"R$       651.295,57",FACULDADE DE CEILÂNDIA
CUSTEIO,672,"R$     9.116.305,81",FACULDADE DE CEILÂNDIA
PASSAGENS,672,"R$        95.094,04",FACULDADE DE CEILÂNDIA
SERVIÇOS TIC,672,"R$        30.198,92",FACULDADE DE CEILÂNDIA
SERV. PESSOA FÍSICA,672,"R$       128.437,40",FACULDADE DE CEILÂNDIA
OBRIGAÇÕES PATRONAIS,672,"R$         3.514,32",FACULDADE DE CEILÂNDIA
MAT. CONSUMO,672,"R$       713.923,64",FACULDADE DE CEILÂNDIA
AUXÍLIO FINANCEIRO A PESQUISADORES,672,"R$     1.164.350,00",FACULDADE DE CEILÂNDIA
SERV. PESSOA JURÍDICA,672,"R$       336.151,51",FACULDADE DE CEILÂNDIA
EQUIP. MATERIAL PERMANENTE,672,"R$     5.120.280,65",FACULDADE DE CEILÂNDIA
DIÁRIAS,672,"R$        59.311,68",FACULDADE DE CEILÂNDIA
MAT. CONSUMO,674,"R$        43.684,13",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
INDENIZAÇÕES E RESTITUIÇÕE,674,"R$           748,56",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
OBRIGAÇÕES PATRONAIS,674,"R$           685,60",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
DIÁRIAS,674,"R$       106.250,56",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
EQUIP. MATERIAL PERMANENTE,674,"R$     2.188.204,45",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
SERV. PESSOA JURÍDICA,674,"R$     1.434.980,70",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
SERV. PESSOA FÍSICA,674,"R$        35.846,94",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
CUSTEIO,674,"R$     3.666.237,50",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
SERVIÇOS TIC,674,"R$        13.469,69",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
AUX. FINANCEIRO ESTUDANTE,674,"R$        97.600,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,674,"R$         6.000,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,674,"R$        30.000,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
EQUIPAMENTOS E MATERIAL PERMANENTE,674,"R$       240.523,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
PASSAGENS,674,"R$        86.866,75",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
CONTRIBUICOES,674,"R$         1.300,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,410,"R$        16.000,00",FACULDADE DE  CIÊNCIAS DA SAÚDE
AUX. FINANCEIRO ESTUDANTE,410,"R$         9.600,00",FACULDADE DE  CIÊNCIAS DA SAÚDE
DIÁRIAS,410,"R$       102.185,64",FACULDADE DE  CIÊNCIAS DA SAÚDE
EQUIP. MATERIAL PERMANENTE,410,"R$     8.080.095,50",FACULDADE DE  CIÊNCIAS DA SAÚDE
SERV. PESSOA FÍSICA,410,"R$        45.438,16",FACULDADE DE  CIÊNCIAS DA SAÚDE
CUSTEIO,410,"R$    12.313.122,43",FACULDADE DE  CIÊNCIAS DA SAÚDE
DIV.EXERCÍCIOS ANTERIORES,410,"R$        63.599,08",FACULDADE DE  CIÊNCIAS DA SAÚDE
OBRIGAÇÕES PATRONAIS,410,"R$        10.346,07",FACULDADE DE  CIÊNCIAS DA SAÚDE
MAT. CONSUMO,410,"R$     1.978.193,45",FACULDADE DE  CIÊNCIAS DA SAÚDE
EQUIPAMENTOS E MATERIAL PERMANENTE,410,"R$       137.783,80",FACULDADE DE  CIÊNCIAS DA SAÚDE
SERVIÇOS TIC,410,"R$        29.826,09",FACULDADE DE  CIÊNCIAS DA SAÚDE
INDENIZAÇÕES E RESTITUIÇÕE,410,"R$        51.675,06",FACULDADE DE  CIÊNCIAS DA SAÚDE
SERV. PESSOA JURÍDICA,410,"R$       607.455,26",FACULDADE DE  CIÊNCIAS DA SAÚDE
PASSAGENS,410,"R$       267.499,98",FACULDADE DE  CIÊNCIAS DA SAÚDE
SERVIÇOS / UG-GESTÃO,410,"R$         1.070,00",FACULDADE DE  CIÊNCIAS DA SAÚDE
OBRIGAÇÕES PATRONAIS,343,"R$           721,37",FACULDADE DE COMUNICAÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,343,"R$       144.400,00",FACULDADE DE COMUNICAÇÃO
EQUIPAMENTOS E MATERIAL PERMANENTE,343,"R$       325.030,18",FACULDADE DE COMUNICAÇÃO
DIÁRIAS,343,"R$       201.844,97",FACULDADE DE COMUNICAÇÃO
PASSAGENS,343,"R$       222.341,61",FACULDADE DE COMUNICAÇÃO
MAT. CONSUMO,343,"R$        87.759,46",FACULDADE DE COMUNICAÇÃO
EQUIP. MATERIAL PERMANENTE,343,"R$     1.406.161,32",FACULDADE DE COMUNICAÇÃO
SERV. PESSOA JURÍDICA,343,"R$       214.307,03",FACULDADE DE COMUNICAÇÃO
AUX. FINANCEIRO ESTUDANTE,343,"R$       265.074,03",FACULDADE DE COMUNICAÇÃO
CONTRIBUICOES,343,"R$        14.400,10",FACULDADE DE COMUNICAÇÃO
CUSTEIO,343,"R$     5.301.185,66",FACULDADE DE COMUNICAÇÃO
SERV. PESSOA FÍSICA,343,"R$       178.430,04",FACULDADE DE COMUNICAÇÃO
DIÁRIAS,370,"R$        65.077,29",FACULDADE DE DIREITO
CUSTEIO,370,"R$     4.206.017,03",FACULDADE DE DIREITO
EQUIP. MATERIAL PERMANENTE,370,"R$     1.019.671,24",FACULDADE DE DIREITO
AUX. FINANCEIRO ESTUDANTE,370,"R$        36.464,62",FACULDADE DE DIREITO
SERV. PESSOA JURÍDICA,370,"R$     5.770.120,54",FACULDADE DE DIREITO
EQUIPAMENTOS E MATERIAL PERMANENTE,370,"R$        50.199,67",FACULDADE DE DIREITO
MAT. CONSUMO,370,"R$        25.844,39",FACULDADE DE DIREITO
PASSAGENS,370,"R$       180.587,53",FACULDADE DE DIREITO
SERV. PESSOA FÍSICA,370,"R$       147.796,80",FACULDADE DE DIREITO
MAT. CONSUMO,381,"R$        36.599,12",FACULDADE DE EDUCAÇÃO
EQUIPAMENTOS E MATERIAL PERMANENTE,381,"R$        49.900,00",FACULDADE DE EDUCAÇÃO
CUSTEIO,381,"R$     3.393.666,49",FACULDADE DE EDUCAÇÃO
EQUIP. MATERIAL PERMANENTE,381,"R$       703.864,94",FACULDADE DE EDUCAÇÃO
SERV. PESSOA FÍSICA,381,"R$       363.652,57",FACULDADE DE EDUCAÇÃO
SERV. PESSOA JURÍDICA,381,"R$       471.718,41",FACULDADE DE EDUCAÇÃO
AUX. FINANCEIRO ESTUDANTE,381,"R$       127.862,80",FACULDADE DE EDUCAÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,381,"R$       182.316,56",FACULDADE DE EDUCAÇÃO
DIÁRIAS,381,"R$       131.212,26",FACULDADE DE EDUCAÇÃO
INDENIZAÇÕES E RESTITUIÇÕE,381,"R$         1.270,13",FACULDADE DE EDUCAÇÃO
PASSAGENS,381,"R$       137.739,52",FACULDADE DE EDUCAÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,393,"R$        95.172,00",FACULDADE DE EDUCAÇÃO FÍSICA
AUX. FINANCEIRO ESTUDANTE,393,"R$       143.658,80",FACULDADE DE EDUCAÇÃO FÍSICA
SERV. PESSOA FÍSICA,393,"R$       118.605,20",FACULDADE DE EDUCAÇÃO FÍSICA
MAT. CONSUMO,393,"R$     6.987.359,13",FACULDADE DE EDUCAÇÃO FÍSICA
DIÁRIAS,393,"R$        87.457,17",FACULDADE DE EDUCAÇÃO FÍSICA
SERV. PESSOA JURÍDICA,393,"R$     1.525.420,64",FACULDADE DE EDUCAÇÃO FÍSICA
EQUIP. MATERIAL PERMANENTE,393,"R$     3.305.023,83",FACULDADE DE EDUCAÇÃO FÍSICA
"PREMIAÇÕES CULT., E OUTRAS",393,"R$           620,00",FACULDADE DE EDUCAÇÃO FÍSICA
PASSAGENS,393,"R$       111.857,75",FACULDADE DE EDUCAÇÃO FÍSICA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,393,"R$           767,00",FACULDADE DE EDUCAÇÃO FÍSICA
CUSTEIO,393,"R$     6.680.537,85",FACULDADE DE EDUCAÇÃO FÍSICA
SERVIÇOS TIC,393,"R$         3.350,00",FACULDADE DE EDUCAÇÃO FÍSICA
OBRIGAÇÕES PATRONAIS,393,"R$         2.540,89",FACULDADE DE EDUCAÇÃO FÍSICA
EQUIPAMENTOS E MATERIAL PERMANENTE,393,"R$       264.198,00",FACULDADE DE EDUCAÇÃO FÍSICA
DIÁRIAS,402,"R$        49.369,68",FACULDADE DE MEDICINA
EQUIPAMENTOS E MATERIAL PERMANENTE,402,"R$        11.466,00",FACULDADE DE MEDICINA
CUSTEIO,402,"R$     6.353.329,06",FACULDADE DE MEDICINA
CONTRIBUICOES,402,"R$        24.020,00",FACULDADE DE MEDICINA
AUX. FINANCEIRO ESTUDANTE,402,"R$        15.400,00",FACULDADE DE MEDICINA
SERVIÇOS TIC,402,"R$       315.464,01",FACULDADE DE MEDICINA
AUXÍLIO FINANCEIRO A PESQUISADORES,402,"R$       409.550,00",FACULDADE DE MEDICINA
SERV. PESSOA JURÍDICA,402,"R$    10.140.182,85",FACULDADE DE MEDICINA
MAT. CONSUMO,402,"R$       394.507,65",FACULDADE DE MEDICINA
CAPITAL,402,"R$        30.000,00",FACULDADE DE MEDICINA
TRANF.PJ,402,"R$     4.144.000,00",FACULDADE DE MEDICINA
EQUIP. MATERIAL PERMANENTE,402,"R$     2.096.714,61",FACULDADE DE MEDICINA
INDENIZAÇÕES E RESTITUIÇÕE,402,"R$           483,66",FACULDADE DE MEDICINA
PASSAGENS,402,"R$       119.158,78",FACULDADE DE MEDICINA
SERV. PESSOA FÍSICA,402,"R$        27.129,20",FACULDADE DE MEDICINA
OBRIGAÇÕES PATRONAIS,402,"R$         1.498,07",FACULDADE DE MEDICINA
EQUIP. MATERIAL PERMANENTE,666,"R$       986.069,59",FACULDADE DE PLANALTINA
PASSAGENS,666,"R$       272.789,88",FACULDADE DE PLANALTINA
AUXÍLIO FINANCEIRO A PESQUISADORES,666,"R$        11.520,00",FACULDADE DE PLANALTINA
EQUIPAMENTOS E MATERIAL PERMANENTE,666,"R$       147.748,00",FACULDADE DE PLANALTINA
AUX. FINANCEIRO ESTUDANTE,666,"R$       107.742,79",FACULDADE DE PLANALTINA
OBRIGAÇÕES CONTRIBUTIVAS,666,"R$             7,58",FACULDADE DE PLANALTINA
MAT. CONSUMO,666,"R$        85.190,42",FACULDADE DE PLANALTINA
CUSTEIO,666,"R$     6.842.204,81",FACULDADE DE PLANALTINA
SERV. PESSOA JURÍDICA,666,"R$    13.052.542,36",FACULDADE DE PLANALTINA
DIÁRIAS,666,"R$       268.907,19",FACULDADE DE PLANALTINA
SERV. PESSOA FÍSICA,666,"R$       977.345,02",FACULDADE DE PLANALTINA
AUX. FINANCEIRO ESTUDANTE,429,"R$        63.800,00",FACULDADE DE  TECNOLOGIA
INDENIZAÇÕES E RESTITUIÇÕE,429,"R$         7.987,32",FACULDADE DE  TECNOLOGIA
ANUIDADES,429,"R$        16.910,94",FACULDADE DE  TECNOLOGIA
SERV. PESSOA FÍSICA,429,"R$        25.937,30",FACULDADE DE  TECNOLOGIA
TRANF.PJ,429,"R$         6.332,47",FACULDADE DE  TECNOLOGIA
CONTRIBUICOES,429,"R$         2.923,25",FACULDADE DE  TECNOLOGIA
CUSTEIO,429,"R$    13.331.646,50",FACULDADE DE  TECNOLOGIA
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,429,"R$        94.289,26",FACULDADE DE  TECNOLOGIA
SERV. PESSOA JURÍDICA,429,"R$     2.679.702,09",FACULDADE DE  TECNOLOGIA
OBRIGAÇÕES PATRONAIS,429,"R$         4.985,64",FACULDADE DE  TECNOLOGIA
DIÁRIAS,429,"R$       170.500,17",FACULDADE DE  TECNOLOGIA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,429,"R$           133,00",FACULDADE DE  TECNOLOGIA
DIV.EXERCÍCIOS ANTERIORES,429,"R$         5.114,67",FACULDADE DE  TECNOLOGIA
EQUIP. MATERIAL PERMANENTE,429,"R$     3.141.850,66",FACULDADE DE  TECNOLOGIA
MATERIAL DE CONSUMO,429,"R$        21.784,00",FACULDADE DE  TECNOLOGIA
MAT. CONSUMO,429,"R$       247.503,71",FACULDADE DE  TECNOLOGIA
CAPITAL,429,"R$       600.000,00",FACULDADE DE  TECNOLOGIA
EQUIPAMENTOS E MATERIAL PERMANENTE,429,"R$       382.929,38",FACULDADE DE  TECNOLOGIA
SERVIÇOS TIC,429,"R$         4.449,00",FACULDADE DE  TECNOLOGIA
PASSAGENS,429,"R$       286.489,13",FACULDADE DE  TECNOLOGIA
CUSTEIO,673,"R$     6.492.499,01",FACULDADE DO GAMA
DIÁRIAS,673,"R$       152.430,55",FACULDADE DO GAMA
MAT. CONSUMO,673,"R$       377.306,10",FACULDADE DO GAMA
SERV. PESSOA JURÍDICA,673,"R$     2.507.668,66",FACULDADE DO GAMA
EQUIP. MATERIAL PERMANENTE,673,"R$     2.437.161,08",FACULDADE DO GAMA
EQUIPAMENTOS E MATERIAL PERMANENTE,673,"R$        37.999,00",FACULDADE DO GAMA
PASSAGENS,673,"R$       110.311,56",FACULDADE DO GAMA
AUX. FINANCEIRO ESTUDANTE,673,"R$        25.790,03",FACULDADE DO GAMA
OBRIGAÇÕES PATRONAIS,673,"R$             0,40",FACULDADE DO GAMA
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,673,"R$         2.555,00",FACULDADE DO GAMA
OBRIGAÇÕES CONTRIBUTIVAS,673,"R$        26.297,42",FACULDADE DO GAMA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,673,"R$        15.840,00",FACULDADE DO GAMA
AUXÍLIO FINANCEIRO A PESQUISADORES,673,"R$        20.000,00",FACULDADE DO GAMA
SERV. PESSOA FÍSICA,673,"R$         5.600,00",FACULDADE DO GAMA
CAPITAL,673,"R$         6.000,00",FACULDADE DO GAMA
"PREMIAÇÕES CULT., E OUTRAS",673,"R$         3.600,00",FACULDADE DO GAMA
PASSAGENS,323,"R$       431.055,99","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
AUX. FINANCEIRO ESTUDANTE,323,"R$       507.281,49","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
AUXÍLIO FINANCEIRO A PESQUISADORES,323,"R$     1.831.176,79","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
CAPITAL,323,"R$       100.000,00","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
CONTRIBUICOES,323,"R$        17.500,00","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
CUSTEIO,323,"R$    13.883.898,25","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
DIÁRIAS,323,"R$       315.284,37","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
EQUIP. MATERIAL PERMANENTE,323,"R$     1.666.413,54","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
MAT. CONSUMO,323,"R$        99.212,97","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
SERVIÇOS TIC,323,"R$        76.749,60","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
SERVIÇOS / UG-GESTÃO,323,"R$           180,00","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
SERV. PESSOA FÍSICA,323,"R$     1.721.556,32","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
SERV. PESSOA JURÍDICA,323,"R$     3.061.932,54","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
SERV. PESSOA JURÍDICA,284,"R$        31.397,15",FAZENDA AGUA LIMPA
OBRIGAÇÕES CONTRIBUTIVAS,284,"R$         2.640,00",FAZENDA AGUA LIMPA
EQUIP. MATERIAL PERMANENTE,284,"R$       493.724,75",FAZENDA AGUA LIMPA
MAT. CONSUMO,284,"R$     3.577.271,77",FAZENDA AGUA LIMPA
EQUIPAMENTOS E MATERIAL PERMANENTE,284,"R$        35.770,00",FAZENDA AGUA LIMPA
DIÁRIAS,284,"R$         4.163,60",FAZENDA AGUA LIMPA
CUSTEIO,284,"R$     5.351.297,02",FAZENDA AGUA LIMPA
CUSTEIO,1255,"R$        48.000,00",GESTÃO DE BOLSAS DAC
AUX. FINANCEIRO ESTUDANTE,1255,"R$   109.565.922,35",GESTÃO DE BOLSAS DAC
AUX. FINANCEIRO ESTUDANTE,1390,"R$     8.026.938,13",GESTÃO DE BOLSAS DEX
AUX. FINANCEIRO ESTUDANTE,1548,"R$       270.000,00",GESTÃO DE BOLSAS INT
CUSTEIO,1201,"R$         3.688,00",GRADUAÇÃO EM ADMINISTRAÇÃO - BACHARELADO
EXERCÍCIOS ANTERIORES - 1,288,"R$       290.185,35",HOSP-HOSPITAL UNIVERSITÁRIO DE BRASÍLIA
CUSTEIO,1139,"R$        40.000,00",HOSPITAL VETERINARIO
EQUIP. MATERIAL PERMANENTE,792,"R$       435.472,48",HOSPITAL VETERINÁRIO - HVET
DIÁRIAS,792,"R$        14.323,21",HOSPITAL VETERINÁRIO - HVET
AUX. FINANCEIRO ESTUDANTE,792,"R$       119.171,22",HOSPITAL VETERINÁRIO - HVET
SERVIÇOS TIC,792,"R$        11.520,00",HOSPITAL VETERINÁRIO - HVET
CUSTEIO,792,"R$     3.031.515,72",HOSPITAL VETERINÁRIO - HVET
MAT. CONSUMO,792,"R$     3.139.560,34",HOSPITAL VETERINÁRIO - HVET
PASSAGENS,792,"R$        49.959,92",HOSPITAL VETERINÁRIO - HVET
SERV. PESSOA JURÍDICA,792,"R$       459.498,23",HOSPITAL VETERINÁRIO - HVET
DIV.EXERCÍCIOS ANTERIORES,792,"R$           400,00",HOSPITAL VETERINÁRIO - HVET
INDENIZAÇÕES E RESTITUIÇÕE,792,"R$           179,00",HOSPITAL VETERINÁRIO - HVET
SERV. PESSOA JURÍDICA,833,"R$     1.662.090,18",IMPRESSÃO CORPORATIVA/SIMPRESS
CUSTEIO,833,"R$        18.183,87",IMPRESSÃO CORPORATIVA/SIMPRESS
SERVIÇOS TIC,485,"R$        21.146,00",INSTITUTO DE ARTES
CUSTEIO,485,"R$     5.352.665,53",INSTITUTO DE ARTES
EQUIP. MATERIAL PERMANENTE,485,"R$     1.282.487,76",INSTITUTO DE ARTES
MAT. CONSUMO,485,"R$       149.085,36",INSTITUTO DE ARTES
PASSAGENS,485,"R$       255.826,14",INSTITUTO DE ARTES
OBRIGAÇÕES PATRONAIS,485,"R$        19.960,02",INSTITUTO DE ARTES
CAPITAL,485,"R$        80.000,00",INSTITUTO DE ARTES
EQUIPAMENTOS E MATERIAL PERMANENTE,485,"R$       224.666,40",INSTITUTO DE ARTES
DIÁRIAS,485,"R$       194.381,83",INSTITUTO DE ARTES
AUXÍLIO FINANCEIRO A PESQUISADORES,485,"R$        49.000,00",INSTITUTO DE ARTES
SERV. PESSOA FÍSICA,485,"R$       127.558,16",INSTITUTO DE ARTES
SERV. PESSOA JURÍDICA,485,"R$       174.229,58",INSTITUTO DE ARTES
AUX. FINANCEIRO ESTUDANTE,485,"R$       125.678,60",INSTITUTO DE ARTES
DIV.EXERCÍCIOS ANTERIORES,485,"R$        22.875,47",INSTITUTO DE ARTES
PASSAGENS,668,"R$       128.376,87",INSTITUTO DE CIÊNCIA POLÍTICA
SERV. PESSOA FÍSICA,668,"R$        89.957,65",INSTITUTO DE CIÊNCIA POLÍTICA
CONTRIBUICOES,668,"R$        19.250,00",INSTITUTO DE CIÊNCIA POLÍTICA
CUSTEIO,668,"R$     2.994.123,52",INSTITUTO DE CIÊNCIA POLÍTICA
DIÁRIAS,668,"R$        83.817,22",INSTITUTO DE CIÊNCIA POLÍTICA
MAT. CONSUMO,668,"R$        13.664,68",INSTITUTO DE CIÊNCIA POLÍTICA
EQUIPAMENTOS E MATERIAL PERMANENTE,668,"R$        95.005,00",INSTITUTO DE CIÊNCIA POLÍTICA
OUTRAS DESPESAS CORRENTES - TRANSF. A INST. PRIVADAS S/FINS LUCRATIVOS,668,"R$         2.750,00",INSTITUTO DE CIÊNCIA POLÍTICA
OBRIGAÇÕES PATRONAIS,668,"R$         1.600,00",INSTITUTO DE CIÊNCIA POLÍTICA
SERV. PESSOA JURÍDICA,668,"R$       374.154,62",INSTITUTO DE CIÊNCIA POLÍTICA
AUXÍLIO FINANCEIRO A PESQUISADORES,668,"R$         5.000,00",INSTITUTO DE CIÊNCIA POLÍTICA
EQUIP. MATERIAL PERMANENTE,668,"R$       722.098,36",INSTITUTO DE CIÊNCIA POLÍTICA
AUX. FINANCEIRO ESTUDANTE,668,"R$         4.180,00",INSTITUTO DE CIÊNCIA POLÍTICA
DIV.EXERCÍCIOS ANTERIORES,455,"R$        12.188,03",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
INDENIZAÇÕES E RESTITUIÇÕE,455,"R$         2.000,00",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
SERV. PESSOA JURÍDICA,455,"R$     1.086.168,97",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
CUSTEIO,455,"R$     7.670.508,34",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
MAT. CONSUMO,455,"R$       626.083,13",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
SERVIÇOS TIC,455,"R$        40.200,00",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
PASSAGENS,455,"R$       346.698,39",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
OBRIGAÇÕES PATRONAIS,455,"R$        20.048,18",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
EQUIPAMENTOS E MATERIAL PERMANENTE,455,"R$       336.029,00",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
EQUIP. MATERIAL PERMANENTE,455,"R$     2.846.065,13",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
DIÁRIAS,455,"R$       426.406,30",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
AUX. FINANCEIRO ESTUDANTE,455,"R$        18.900,00",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
SERV. PESSOA FÍSICA,455,"R$         7.545,00",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
CUSTEIO,504,"R$     6.005.298,34",INSTITUTO DE CIÊNCIAS EXATAS
SERV. PESSOA FÍSICA,504,"R$       135.980,90",INSTITUTO DE CIÊNCIAS EXATAS
DIÁRIAS,504,"R$       648.519,21",INSTITUTO DE CIÊNCIAS EXATAS
SERVIÇOS TIC,504,"R$         8.898,00",INSTITUTO DE CIÊNCIAS EXATAS
EQUIP. MATERIAL PERMANENTE,504,"R$       582.399,91",INSTITUTO DE CIÊNCIAS EXATAS
EQUIPAMENTOS E MATERIAL PERMANENTE,504,"R$        67.494,00",INSTITUTO DE CIÊNCIAS EXATAS
INDENIZAÇÕES E RESTITUIÇÕE,504,"R$         3.786,88",INSTITUTO DE CIÊNCIAS EXATAS
PASSAGENS,504,"R$       835.423,42",INSTITUTO DE CIÊNCIAS EXATAS
AUX. FINANCEIRO ESTUDANTE,504,"R$        40.780,83",INSTITUTO DE CIÊNCIAS EXATAS
AUXÍLIO FINANCEIRO A PESQUISADORES,504,"R$        10.824,90",INSTITUTO DE CIÊNCIAS EXATAS
MAT. CONSUMO,504,"R$        95.859,40",INSTITUTO DE CIÊNCIAS EXATAS
SERV. PESSOA JURÍDICA,504,"R$       117.157,75",INSTITUTO DE CIÊNCIAS EXATAS
OBRIGAÇÕES PATRONAIS,544,"R$           724,31",INSTITUTO DE CIÊNCIAS HUMANAS
EQUIPAMENTOS E MATERIAL PERMANENTE,544,"R$       262.999,08",INSTITUTO DE CIÊNCIAS HUMANAS
PASSAGENS,544,"R$       179.111,35",INSTITUTO DE CIÊNCIAS HUMANAS
CAPITAL,544,"R$        10.000,00",INSTITUTO DE CIÊNCIAS HUMANAS
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,544,"R$         1.824,00",INSTITUTO DE CIÊNCIAS HUMANAS
SERVIÇOS TIC,544,"R$         4.449,00",INSTITUTO DE CIÊNCIAS HUMANAS
INDENIZAÇÕES E RESTITUIÇÕE,544,"R$           584,84",INSTITUTO DE CIÊNCIAS HUMANAS
CONTRIBUICOES,544,"R$        12.980,00",INSTITUTO DE CIÊNCIAS HUMANAS
DIÁRIAS,544,"R$       131.592,97",INSTITUTO DE CIÊNCIAS HUMANAS
AUX. FINANCEIRO ESTUDANTE,544,"R$        37.413,41",INSTITUTO DE CIÊNCIAS HUMANAS
CUSTEIO,544,"R$     5.810.087,89",INSTITUTO DE CIÊNCIAS HUMANAS
SERV. PESSOA FÍSICA,544,"R$        89.805,82",INSTITUTO DE CIÊNCIAS HUMANAS
SERV. PESSOA JURÍDICA,544,"R$       121.230,78",INSTITUTO DE CIÊNCIAS HUMANAS
EQUIP. MATERIAL PERMANENTE,544,"R$     1.457.853,03",INSTITUTO DE CIÊNCIAS HUMANAS
MAT. CONSUMO,544,"R$        68.807,29",INSTITUTO DE CIÊNCIAS HUMANAS
SERVIÇOS TIC,473,"R$        17.796,00",INSTITUTO DE CIÊNCIAS SOCIAIS
MAT. CONSUMO,473,"R$        37.654,61",INSTITUTO DE CIÊNCIAS SOCIAIS
PASSAGENS,473,"R$        72.235,58",INSTITUTO DE CIÊNCIAS SOCIAIS
CONTRIBUICOES,473,"R$        21.807,14",INSTITUTO DE CIÊNCIAS SOCIAIS
CUSTEIO,473,"R$     3.835.364,78",INSTITUTO DE CIÊNCIAS SOCIAIS
SERV. PESSOA JURÍDICA,473,"R$       754.707,78",INSTITUTO DE CIÊNCIAS SOCIAIS
AUXÍLIO FINANCEIRO A PESQUISADORES,473,"R$       498.502,60",INSTITUTO DE CIÊNCIAS SOCIAIS
SERV. PESSOA FÍSICA,473,"R$        14.379,60",INSTITUTO DE CIÊNCIAS SOCIAIS
