natureza_despesa,id_unidade,valor,unidade
SERV. PESSOA JURÍDICA,756,"R$           200,00",DIRETORIA DE GESTAO DE MATERIAIS
MAT. CONSUMO,756,"R$         1.604,70",DIRETORIA DE GESTAO DE MATERIAIS
EQUIP. MATERIAL PERMANENTE,756,"R$           859,98",DIRETORIA DE GESTAO DE MATERIAIS
OBRIGAÇÕES CONTRIBUTIVAS,689,"R$         3.514,32",DIRETORIA DE IMPORTACAO E EXPORTACAO
MAT. CONSUMO,689,"R$        83.931,80",DIRETORIA DE IMPORTACAO E EXPORTACAO
SERV. PESSOA JURÍDICA,689,"R$       617.734,63",DIRETORIA DE IMPORTACAO E EXPORTACAO
OBRIGAÇÕES PATRONAIS,689,"R$        45.570,84",DIRETORIA DE IMPORTACAO E EXPORTACAO
CUSTEIO,1202,"R$       145.433,20",DIRETORIA DE IMPORTAÇÃO E EXPORTAÇÃO (DIMEX)
SERV. PESSOA JURÍDICA,1202,"R$        28.303,16",DIRETORIA DE IMPORTAÇÃO E EXPORTAÇÃO (DIMEX)
EQUIP. MATERIAL PERMANENTE,99,"R$        49.500,00",DIRETORIA DE MANUTENÇÃO PREDIAL
CUSTEIO,317,"R$           115,98","DIRETORIA DE MANUTENÇÃO, REPAROS E TRANSPORTES"
OBRIGAÇÕES PATRONAIS,317,"R$        18.945,69","DIRETORIA DE MANUTENÇÃO, REPAROS E TRANSPORTES"
SERV. PESSOA JURÍDICA,317,"R$         5.804,40","DIRETORIA DE MANUTENÇÃO, REPAROS E TRANSPORTES"
EQUIP. MATERIAL PERMANENTE,317,"R$        29.366,90","DIRETORIA DE MANUTENÇÃO, REPAROS E TRANSPORTES"
CUSTEIO,194,"R$        36.022,00",DIRETORIA DE ORÇAMENTO
SERV. PESSOA JURÍDICA,194,"R$        37.500,00",DIRETORIA DE ORÇAMENTO
SERV. PESSOA JURÍDICA,195,"R$     3.245.212,83",DIRETORIA DE PLANEJAMENTO
SERV. PESSOA JURÍDICA,1121,"R$       423.843,24",DIRETORIA DE PÓS-GRADUAÇÃO
LOC. MÃO-DE-OBRA,1063,"R$    55.017.563,06",DIRETORIA DE TERCEIRIZACAO
SERV. PESSOA JURÍDICA,1063,"R$        48.000,00",DIRETORIA DE TERCEIRIZACAO
SERV. PESSOA JURÍDICA,622,"R$    83.850.984,77",DIRETORIA DO RESTAURANTE UNIVERSITÁRIO
LOC. MÃO-DE-OBRA,622,"R$       440.000,00",DIRETORIA DO RESTAURANTE UNIVERSITÁRIO
CUSTEIO,838,"R$     2.576.205,86",ESTAGIÁRIOS/FOLHA
SERV. PESSOA FÍSICA,838,"R$     8.538.320,65",ESTAGIÁRIOS/FOLHA
AUXÍLIO FINANCEIRO A PESQUISADORES,794,"R$        17.000,00",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
CUSTEIO,794,"R$        64.830,73",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
EQUIP. MATERIAL PERMANENTE,794,"R$        11.640,00",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
PASSAGENS,794,"R$        36.899,84",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
AUX. FINANCEIRO ESTUDANTE,794,"R$        14.800,00",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
SERV. PESSOA JURÍDICA,794,"R$           860,00",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
DIÁRIAS,794,"R$        19.476,88",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
SERV. PESSOA FÍSICA,794,"R$       337.574,78",FACE GESTÃO DE POLÍTICAS PÚBLICAS/GPP
SERV. PESSOA FÍSICA,363,"R$         9.637,10",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
EQUIP. MATERIAL PERMANENTE,363,"R$     2.123.981,47",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,363,"R$           627,00",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
MAT. CONSUMO,363,"R$       488.145,08",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
TRANF.PJ,363,"R$       900.454,00",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
SERV. PESSOA JURÍDICA,363,"R$       811.689,10",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
OBRIGAÇÕES PATRONAIS,363,"R$         2.079,76",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
CAPITAL,363,"R$        30.000,00",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
INDENIZAÇÕES E RESTITUIÇÕE,363,"R$           200,00",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
DIÁRIAS,363,"R$       117.576,35",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
DIV.EXERCÍCIOS ANTERIORES,363,"R$           991,20",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
CUSTEIO,363,"R$     7.392.002,90",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
SERVIÇOS TIC,363,"R$         2.280,00",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
AUX. FINANCEIRO ESTUDANTE,363,"R$         5.600,00",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
EQUIPAMENTOS E MATERIAL PERMANENTE,363,"R$     1.173.626,46",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
AUXÍLIO FINANCEIRO A PESQUISADORES,363,"R$       350.000,00",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
PASSAGENS,363,"R$       167.829,98",FACULDADE DE AGRONOMIA E MEDICINA VETERINÁRIA
PASSAGENS,353,"R$       187.571,62",FACULDADE DE ARQUITETURA E URBANISMO
SERV. PESSOA JURÍDICA,353,"R$     1.274.756,54",FACULDADE DE ARQUITETURA E URBANISMO
DIÁRIAS,353,"R$        69.164,91",FACULDADE DE ARQUITETURA E URBANISMO
CAPITAL,353,"R$     1.000.000,00",FACULDADE DE ARQUITETURA E URBANISMO
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,353,"R$         2.676,00",FACULDADE DE ARQUITETURA E URBANISMO
SERV. PESSOA FÍSICA,353,"R$       156.961,77",FACULDADE DE ARQUITETURA E URBANISMO
CUSTEIO,353,"R$     6.263.111,63",FACULDADE DE ARQUITETURA E URBANISMO
AUXÍLIO FINANCEIRO A PESQUISADORES,353,"R$       144.625,64",FACULDADE DE ARQUITETURA E URBANISMO
EQUIP. MATERIAL PERMANENTE,353,"R$       925.327,03",FACULDADE DE ARQUITETURA E URBANISMO
MAT. CONSUMO,353,"R$        48.681,03",FACULDADE DE ARQUITETURA E URBANISMO
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,353,"R$         6.630,00",FACULDADE DE ARQUITETURA E URBANISMO
OBRAS E INSTALAÇÕES,353,"R$       780.000,00",FACULDADE DE ARQUITETURA E URBANISMO
AUX. FINANCEIRO ESTUDANTE,353,"R$        70.700,00",FACULDADE DE ARQUITETURA E URBANISMO
EQUIPAMENTOS E MATERIAL PERMANENTE,353,"R$       500.423,16",FACULDADE DE ARQUITETURA E URBANISMO
CONTRIBUICOES,353,"R$         9.800,00",FACULDADE DE ARQUITETURA E URBANISMO
AUX. FINANCEIRO ESTUDANTE,672,"R$       786.295,57",FACULDADE DE CEILÂNDIA
OBRIGAÇÕES PATRONAIS,672,"R$         3.514,32",FACULDADE DE CEILÂNDIA
PASSAGENS,672,"R$       106.294,04",FACULDADE DE CEILÂNDIA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,672,"R$        25.070,00",FACULDADE DE CEILÂNDIA
CUSTEIO,672,"R$    12.629.978,49",FACULDADE DE CEILÂNDIA
SERVIÇOS TIC,672,"R$        33.718,92",FACULDADE DE CEILÂNDIA
EQUIPAMENTOS E MATERIAL PERMANENTE,672,"R$       431.354,80",FACULDADE DE CEILÂNDIA
SERV. PESSOA JURÍDICA,672,"R$       700.436,15",FACULDADE DE CEILÂNDIA
SERV. PESSOA FÍSICA,672,"R$       128.437,40",FACULDADE DE CEILÂNDIA
DIÁRIAS,672,"R$        59.311,68",FACULDADE DE CEILÂNDIA
MAT. CONSUMO,672,"R$       818.593,45",FACULDADE DE CEILÂNDIA
AUXÍLIO FINANCEIRO A PESQUISADORES,672,"R$     1.199.350,00",FACULDADE DE CEILÂNDIA
EQUIP. MATERIAL PERMANENTE,672,"R$     5.650.515,39",FACULDADE DE CEILÂNDIA
TRANF.PJ,672,"R$       200.000,00",FACULDADE DE CEILÂNDIA
EQUIPAMENTOS E MATERIAL PERMANENTE,674,"R$       377.743,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,674,"R$         3.161,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
SERVIÇOS TIC,674,"R$        27.340,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,674,"R$        30.000,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
CONTRIBUICOES,674,"R$         2.100,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
PASSAGENS,674,"R$       236.866,75",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
CAPITAL,674,"R$        42.500,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
EQUIP. MATERIAL PERMANENTE,674,"R$     1.848.141,70",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
AUX. FINANCEIRO ESTUDANTE,674,"R$        97.600,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
CUSTEIO,674,"R$     4.174.128,04",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
DIÁRIAS,674,"R$       116.250,56",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
SERV. PESSOA FÍSICA,674,"R$        40.846,94",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
MAT. CONSUMO,674,"R$        52.174,64",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,674,"R$         3.000,00",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
SERV. PESSOA JURÍDICA,674,"R$     1.521.993,71",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
INDENIZAÇÕES E RESTITUIÇÕE,674,"R$           748,56",FACULDADE DE CIÊNCIA DA INFORMAÇÃO
DIV.EXERCÍCIOS ANTERIORES,410,"R$        63.599,08",FACULDADE DE  CIÊNCIAS DA SAÚDE
CUSTEIO,410,"R$    13.800.708,51",FACULDADE DE  CIÊNCIAS DA SAÚDE
SERV. PESSOA FÍSICA,410,"R$        45.438,16",FACULDADE DE  CIÊNCIAS DA SAÚDE
SERVIÇOS / UG-GESTÃO,410,"R$         1.070,00",FACULDADE DE  CIÊNCIAS DA SAÚDE
EQUIPAMENTOS E MATERIAL PERMANENTE,410,"R$       225.871,36",FACULDADE DE  CIÊNCIAS DA SAÚDE
SERV. PESSOA JURÍDICA,410,"R$     1.815.805,16",FACULDADE DE  CIÊNCIAS DA SAÚDE
PASSAGENS,410,"R$       419.828,08",FACULDADE DE  CIÊNCIAS DA SAÚDE
DIÁRIAS,410,"R$       103.185,64",FACULDADE DE  CIÊNCIAS DA SAÚDE
OBRIGAÇÕES PATRONAIS,410,"R$        10.654,53",FACULDADE DE  CIÊNCIAS DA SAÚDE
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,410,"R$         7.085,00",FACULDADE DE  CIÊNCIAS DA SAÚDE
EQUIP. MATERIAL PERMANENTE,410,"R$     8.295.067,12",FACULDADE DE  CIÊNCIAS DA SAÚDE
INDENIZAÇÕES E RESTITUIÇÕE,410,"R$        51.675,06",FACULDADE DE  CIÊNCIAS DA SAÚDE
SERVIÇOS TIC,410,"R$        55.939,29",FACULDADE DE  CIÊNCIAS DA SAÚDE
MAT. CONSUMO,410,"R$     2.128.106,75",FACULDADE DE  CIÊNCIAS DA SAÚDE
AUX. FINANCEIRO ESTUDANTE,410,"R$         9.600,00",FACULDADE DE  CIÊNCIAS DA SAÚDE
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,410,"R$        16.000,00",FACULDADE DE  CIÊNCIAS DA SAÚDE
SERV. PESSOA JURÍDICA,343,"R$       217.296,51",FACULDADE DE COMUNICAÇÃO
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,343,"R$         4.217,00",FACULDADE DE COMUNICAÇÃO
PASSAGENS,343,"R$       254.341,61",FACULDADE DE COMUNICAÇÃO
CONTRIBUICOES,343,"R$        14.400,10",FACULDADE DE COMUNICAÇÃO
DIÁRIAS,343,"R$       201.844,97",FACULDADE DE COMUNICAÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,343,"R$       146.400,00",FACULDADE DE COMUNICAÇÃO
EQUIP. MATERIAL PERMANENTE,343,"R$     1.039.566,14",FACULDADE DE COMUNICAÇÃO
OBRIGAÇÕES PATRONAIS,343,"R$           721,37",FACULDADE DE COMUNICAÇÃO
MAT. CONSUMO,343,"R$        94.601,56",FACULDADE DE COMUNICAÇÃO
SERV. PESSOA FÍSICA,343,"R$       178.430,04",FACULDADE DE COMUNICAÇÃO
AUX. FINANCEIRO ESTUDANTE,343,"R$       280.074,03",FACULDADE DE COMUNICAÇÃO
EQUIPAMENTOS E MATERIAL PERMANENTE,343,"R$       664.558,08",FACULDADE DE COMUNICAÇÃO
CUSTEIO,343,"R$     6.258.637,64",FACULDADE DE COMUNICAÇÃO
DIÁRIAS,370,"R$        65.077,29",FACULDADE DE DIREITO
CUSTEIO,370,"R$     5.308.504,88",FACULDADE DE DIREITO
MAT. CONSUMO,370,"R$        60.452,69",FACULDADE DE DIREITO
SERV. PESSOA FÍSICA,370,"R$       147.796,80",FACULDADE DE DIREITO
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,370,"R$         4.170,00",FACULDADE DE DIREITO
EQUIPAMENTOS E MATERIAL PERMANENTE,370,"R$       264.243,57",FACULDADE DE DIREITO
PASSAGENS,370,"R$       203.587,53",FACULDADE DE DIREITO
SERV. PESSOA JURÍDICA,370,"R$     6.505.533,20",FACULDADE DE DIREITO
AUX. FINANCEIRO ESTUDANTE,370,"R$        36.464,62",FACULDADE DE DIREITO
EQUIP. MATERIAL PERMANENTE,370,"R$     1.055.429,03",FACULDADE DE DIREITO
MAT. CONSUMO,381,"R$        51.544,16",FACULDADE DE EDUCAÇÃO
INDENIZAÇÕES E RESTITUIÇÕE,381,"R$         1.270,13",FACULDADE DE EDUCAÇÃO
EQUIPAMENTOS E MATERIAL PERMANENTE,381,"R$        62.766,90",FACULDADE DE EDUCAÇÃO
SERV. PESSOA JURÍDICA,381,"R$       513.007,71",FACULDADE DE EDUCAÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,381,"R$       182.316,56",FACULDADE DE EDUCAÇÃO
PASSAGENS,381,"R$       167.739,52",FACULDADE DE EDUCAÇÃO
DIÁRIAS,381,"R$       141.212,26",FACULDADE DE EDUCAÇÃO
SERV. PESSOA FÍSICA,381,"R$       363.652,57",FACULDADE DE EDUCAÇÃO
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,381,"R$         3.605,00",FACULDADE DE EDUCAÇÃO
AUX. FINANCEIRO ESTUDANTE,381,"R$       127.862,80",FACULDADE DE EDUCAÇÃO
EQUIP. MATERIAL PERMANENTE,381,"R$       775.044,94",FACULDADE DE EDUCAÇÃO
CAPITAL,381,"R$        42.000,00",FACULDADE DE EDUCAÇÃO
CUSTEIO,381,"R$     4.361.144,03",FACULDADE DE EDUCAÇÃO
EQUIP. MATERIAL PERMANENTE,393,"R$     3.192.188,27",FACULDADE DE EDUCAÇÃO FÍSICA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,393,"R$         1.519,00",FACULDADE DE EDUCAÇÃO FÍSICA
AUX. FINANCEIRO ESTUDANTE,393,"R$       143.658,80",FACULDADE DE EDUCAÇÃO FÍSICA
DIÁRIAS,393,"R$       120.457,17",FACULDADE DE EDUCAÇÃO FÍSICA
SERVIÇOS TIC,393,"R$         6.870,00",FACULDADE DE EDUCAÇÃO FÍSICA
MAT. CONSUMO,393,"R$     4.389.160,14",FACULDADE DE EDUCAÇÃO FÍSICA
CUSTEIO,393,"R$     7.567.145,36",FACULDADE DE EDUCAÇÃO FÍSICA
"PREMIAÇÕES CULT., E OUTRAS",393,"R$           620,00",FACULDADE DE EDUCAÇÃO FÍSICA
EQUIPAMENTOS E MATERIAL PERMANENTE,393,"R$       313.660,80",FACULDADE DE EDUCAÇÃO FÍSICA
OBRIGAÇÕES PATRONAIS,393,"R$         2.309,55",FACULDADE DE EDUCAÇÃO FÍSICA
PASSAGENS,393,"R$       150.857,75",FACULDADE DE EDUCAÇÃO FÍSICA
SERV. PESSOA JURÍDICA,393,"R$     1.757.588,41",FACULDADE DE EDUCAÇÃO FÍSICA
AUXÍLIO FINANCEIRO A PESQUISADORES,393,"R$        95.172,00",FACULDADE DE EDUCAÇÃO FÍSICA
SERV. PESSOA FÍSICA,393,"R$       118.605,20",FACULDADE DE EDUCAÇÃO FÍSICA
AUXÍLIO FINANCEIRO A PESQUISADORES,402,"R$       479.950,00",FACULDADE DE MEDICINA
CONTRIBUICOES,402,"R$        29.646,00",FACULDADE DE MEDICINA
MAT. CONSUMO,402,"R$       434.939,08",FACULDADE DE MEDICINA
SERV. PESSOA FÍSICA,402,"R$        27.129,20",FACULDADE DE MEDICINA
OBRIGAÇÕES PATRONAIS,402,"R$         1.274,43",FACULDADE DE MEDICINA
SERV. PESSOA JURÍDICA,402,"R$    10.154.417,45",FACULDADE DE MEDICINA
TRANF.PJ,402,"R$     4.144.000,00",FACULDADE DE MEDICINA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,402,"R$         3.270,00",FACULDADE DE MEDICINA
CUSTEIO,402,"R$     7.437.433,40",FACULDADE DE MEDICINA
DIÁRIAS,402,"R$        49.369,68",FACULDADE DE MEDICINA
SERVIÇOS TIC,402,"R$       413.062,87",FACULDADE DE MEDICINA
PASSAGENS,402,"R$       140.158,78",FACULDADE DE MEDICINA
EQUIP. MATERIAL PERMANENTE,402,"R$     2.060.078,45",FACULDADE DE MEDICINA
AUX. FINANCEIRO ESTUDANTE,402,"R$        15.400,00",FACULDADE DE MEDICINA
EQUIPAMENTOS E MATERIAL PERMANENTE,402,"R$        37.248,00",FACULDADE DE MEDICINA
INDENIZAÇÕES E RESTITUIÇÕE,402,"R$           483,66",FACULDADE DE MEDICINA
CAPITAL,402,"R$        30.000,00",FACULDADE DE MEDICINA
PASSAGENS,666,"R$       287.789,88",FACULDADE DE PLANALTINA
CUSTEIO,666,"R$     8.525.257,37",FACULDADE DE PLANALTINA
EQUIPAMENTOS E MATERIAL PERMANENTE,666,"R$       594.051,00",FACULDADE DE PLANALTINA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,666,"R$         1.200,00",FACULDADE DE PLANALTINA
SERV. PESSOA FÍSICA,666,"R$       977.345,02",FACULDADE DE PLANALTINA
SERV. PESSOA JURÍDICA,666,"R$    14.261.575,02",FACULDADE DE PLANALTINA
DIÁRIAS,666,"R$       268.907,19",FACULDADE DE PLANALTINA
AUX. FINANCEIRO ESTUDANTE,666,"R$       107.742,79",FACULDADE DE PLANALTINA
EQUIP. MATERIAL PERMANENTE,666,"R$     1.141.978,92",FACULDADE DE PLANALTINA
AUXÍLIO FINANCEIRO A PESQUISADORES,666,"R$        11.520,00",FACULDADE DE PLANALTINA
OBRIGAÇÕES CONTRIBUTIVAS,666,"R$           511,13",FACULDADE DE PLANALTINA
MAT. CONSUMO,666,"R$       113.966,24",FACULDADE DE PLANALTINA
PASSAGENS,429,"R$       452.694,11",FACULDADE DE TECNOLOGIA
MAT. CONSUMO,429,"R$       309.288,17",FACULDADE DE TECNOLOGIA
AUX. FINANCEIRO ESTUDANTE,429,"R$        73.300,00",FACULDADE DE TECNOLOGIA
SERV. PESSOA JURÍDICA,429,"R$     3.351.467,75",FACULDADE DE TECNOLOGIA
SERVIÇOS TIC,429,"R$        11.419,00",FACULDADE DE TECNOLOGIA
ANUIDADES,429,"R$        16.353,32",FACULDADE DE TECNOLOGIA
CUSTEIO,429,"R$    16.257.274,62",FACULDADE DE TECNOLOGIA
TRANF.PJ,429,"R$         6.332,47",FACULDADE DE TECNOLOGIA
EQUIP. MATERIAL PERMANENTE,429,"R$     3.855.474,81",FACULDADE DE TECNOLOGIA
OBRIGAÇÕES PATRONAIS,429,"R$         3.985,65",FACULDADE DE TECNOLOGIA
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,429,"R$        94.289,26",FACULDADE DE TECNOLOGIA
EQUIPAMENTOS E MATERIAL PERMANENTE,429,"R$       865.922,88",FACULDADE DE TECNOLOGIA
CAPITAL,429,"R$       600.000,00",FACULDADE DE TECNOLOGIA
DIÁRIAS,429,"R$       170.500,17",FACULDADE DE TECNOLOGIA
MATERIAL DE CONSUMO,429,"R$        21.784,00",FACULDADE DE TECNOLOGIA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,429,"R$        14.078,00",FACULDADE DE TECNOLOGIA
CONTRIBUICOES,429,"R$         2.923,25",FACULDADE DE TECNOLOGIA
SERV. PESSOA FÍSICA,429,"R$        27.848,46",FACULDADE DE TECNOLOGIA
DIV.EXERCÍCIOS ANTERIORES,429,"R$         5.114,67",FACULDADE DE TECNOLOGIA
INDENIZAÇÕES E RESTITUIÇÕE,429,"R$         7.987,32",FACULDADE DE TECNOLOGIA
AUX. FINANCEIRO ESTUDANTE,673,"R$        25.790,03",FACULDADE DO GAMA
MAT. CONSUMO,673,"R$       607.918,70",FACULDADE DO GAMA
OBRIGAÇÕES PATRONAIS,673,"R$             0,40",FACULDADE DO GAMA
CAPITAL,673,"R$         6.000,00",FACULDADE DO GAMA
EQUIPAMENTOS E MATERIAL PERMANENTE,673,"R$       204.750,28",FACULDADE DO GAMA
CUSTEIO,673,"R$     7.612.476,00",FACULDADE DO GAMA
SERV. PESSOA FÍSICA,673,"R$         5.600,00",FACULDADE DO GAMA
EQUIP. MATERIAL PERMANENTE,673,"R$     2.629.381,22",FACULDADE DO GAMA
PASSAGENS,673,"R$       119.311,56",FACULDADE DO GAMA
AUXÍLIO FINANCEIRO A PESQUISADORES,673,"R$        20.000,00",FACULDADE DO GAMA
OBRIGAÇÕES CONTRIBUTIVAS,673,"R$        26.297,42",FACULDADE DO GAMA
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,673,"R$         2.555,00",FACULDADE DO GAMA
DIÁRIAS,673,"R$       152.430,55",FACULDADE DO GAMA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,673,"R$        18.070,00",FACULDADE DO GAMA
"PREMIAÇÕES CULT., E OUTRAS",673,"R$         3.600,00",FACULDADE DO GAMA
SERV. PESSOA JURÍDICA,673,"R$     2.566.839,33",FACULDADE DO GAMA
CUSTEIO,323,"R$    17.050.825,13","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
EQUIPAMENTOS E MATERIAL PERMANENTE,323,"R$       206.536,00","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
SERV. PESSOA FÍSICA,323,"R$     1.728.556,32","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
AUX. FINANCEIRO ESTUDANTE,323,"R$       507.281,49","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
SERVIÇOS TIC,323,"R$        76.749,60","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
DIÁRIAS,323,"R$       315.284,37","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,323,"R$         5.691,00","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
SERVIÇOS / UG-GESTÃO,323,"R$           180,00","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
CONTRIBUICOES,323,"R$        23.214,00","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
SERV. PESSOA JURÍDICA,323,"R$     3.136.327,36","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
EQUIP. MATERIAL PERMANENTE,323,"R$     1.542.180,38","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
CAPITAL,323,"R$       100.000,00","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
AUXÍLIO FINANCEIRO A PESQUISADORES,323,"R$     1.935.340,07","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
PASSAGENS,323,"R$       560.255,26","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
MAT. CONSUMO,323,"R$       118.649,65","FACULDADE ECONOMIA,  ADMINISTRAÇÃO,  CONTABILIDADE E  GEST POL PÚBLICAS"
EQUIP. MATERIAL PERMANENTE,284,"R$       466.049,56",FAZENDA AGUA LIMPA
CUSTEIO,284,"R$     6.870.722,73",FAZENDA AGUA LIMPA
SERV. PESSOA JURÍDICA,284,"R$        32.687,54",FAZENDA AGUA LIMPA
OBRIGAÇÕES CONTRIBUTIVAS,284,"R$         2.640,00",FAZENDA AGUA LIMPA
DIÁRIAS,284,"R$         4.163,60",FAZENDA AGUA LIMPA
EQUIPAMENTOS E MATERIAL PERMANENTE,284,"R$        57.691,81",FAZENDA AGUA LIMPA
MAT. CONSUMO,284,"R$     5.145.529,45",FAZENDA AGUA LIMPA
AUX. FINANCEIRO ESTUDANTE,1255,"R$   143.146.074,35",GESTÃO DE BOLSAS DAC
SERV. PESSOA JURÍDICA,1255,"R$       500.000,00",GESTÃO DE BOLSAS DAC
CUSTEIO,1255,"R$       278.176,00",GESTÃO DE BOLSAS DAC
AUX. FINANCEIRO ESTUDANTE,1390,"R$    11.673.621,48",GESTÃO DE BOLSAS DEX
AUX. FINANCEIRO ESTUDANTE,1548,"R$       270.000,00",GESTÃO DE BOLSAS INT
CUSTEIO,1201,"R$         3.688,00",GRADUAÇÃO EM ADMINISTRAÇÃO - BACHARELADO
EXERCÍCIOS ANTERIORES - 1,288,"R$       290.185,35",HOSP-HOSPITAL UNIVERSITÁRIO DE BRASÍLIA
CUSTEIO,1139,"R$        40.000,00",HOSPITAL VETERINARIO
CUSTEIO,792,"R$     3.770.881,74",HOSPITAL VETERINÁRIO - HVET
DIV.EXERCÍCIOS ANTERIORES,792,"R$           400,00",HOSPITAL VETERINÁRIO - HVET
AUX. FINANCEIRO ESTUDANTE,792,"R$       119.171,22",HOSPITAL VETERINÁRIO - HVET
PASSAGENS,792,"R$        49.959,92",HOSPITAL VETERINÁRIO - HVET
EQUIP. MATERIAL PERMANENTE,792,"R$       435.472,48",HOSPITAL VETERINÁRIO - HVET
